Country,Year,AgeGrp,Female,Male,Max
Qatar,1968,20,0.77,1.04,3.22
Qatar,1968,21,0.81,1.13,3.22
Qatar,1968,22,0.85,1.22,3.22
Qatar,1968,23,0.88,1.29,3.22
Qatar,1968,24,0.90,1.34,3.22
Qatar,1968,25,0.90,1.38,3.22
Qatar,1968,26,0.90,1.40,3.22
Qatar,1968,27,0.89,1.40,3.22
Qatar,1968,28,0.88,1.38,3.22
Qatar,1968,29,0.86,1.36,3.22
Qatar,1968,30,0.83,1.32,3.22
Qatar,1968,31,0.80,1.27,3.22
Qatar,1968,32,0.76,1.22,3.22
Qatar,1968,33,0.72,1.16,3.22
Qatar,1968,34,0.69,1.10,3.22
Qatar,1968,35,0.65,1.04,3.22
Qatar,1968,36,0.61,0.98,3.22
Qatar,1968,37,0.58,0.92,3.22
Qatar,1968,38,0.55,0.87,3.22
Qatar,1968,39,0.51,0.81,3.22
Qatar,1968,40,0.48,0.76,3.22
Qatar,1968,41,0.45,0.71,3.22
Qatar,1968,42,0.42,0.67,3.22
Qatar,1968,43,0.40,0.63,3.22
Qatar,1968,44,0.37,0.58,3.22
Qatar,1968,45,0.35,0.54,3.22
Qatar,1968,46,0.33,0.51,3.22
Qatar,1968,47,0.31,0.48,3.22
Qatar,1968,48,0.29,0.45,3.22
Qatar,1968,49,0.28,0.42,3.22
Qatar,1968,50,0.26,0.39,3.22
Qatar,1968,51,0.24,0.37,3.22
Qatar,1968,52,0.23,0.34,3.22
Qatar,1968,53,0.21,0.32,3.22
Qatar,1968,54,0.20,0.29,3.22
Qatar,1968,55,0.19,0.28,3.22
Qatar,1968,56,0.18,0.26,3.22
Qatar,1968,57,0.17,0.25,3.22
Qatar,1968,58,0.17,0.23,3.22
Qatar,1968,59,0.16,0.22,3.22
Qatar,1968,60,0.15,0.21,3.22
Qatar,1968,61,0.14,0.19,3.22
Qatar,1968,62,0.13,0.18,3.22
Qatar,1968,63,0.13,0.16,3.22
Qatar,1968,64,0.12,0.15,3.22
Qatar,1968,65,0.11,0.14,3.22
Qatar,1968,66,0.10,0.13,3.22
Qatar,1968,67,0.10,0.12,3.22
Qatar,1968,68,0.09,0.11,3.22
Qatar,1968,69,0.08,0.11,3.22
Qatar,1968,70,0.08,0.10,3.22
Qatar,1968,71,0.07,0.09,3.22
Qatar,1968,72,0.07,0.08,3.22
Qatar,1968,73,0.06,0.08,3.22
Qatar,1968,74,0.06,0.07,3.22
Qatar,1968,75,0.05,0.06,3.22
Qatar,1968,76,0.04,0.06,3.22
Qatar,1968,77,0.04,0.05,3.22
Qatar,1968,78,0.04,0.04,3.22
Qatar,1968,79,0.03,0.04,3.22
Qatar,1968,80,0.03,0.03,3.22
Qatar,1968,81,0.02,0.03,3.22
Qatar,1968,82,0.02,0.02,3.22
Qatar,1968,83,0.01,0.01,3.22
Qatar,1968,84,0.01,0.01,3.22
Qatar,1968,85,0.01,0.01,3.22
Qatar,1968,86,0.01,0.01,3.22
Qatar,1968,87,0.00,0.00,3.22
Qatar,1968,88,0.00,0.00,3.22
Qatar,1968,89,0.00,0.00,3.22
Qatar,1968,90,0.00,0.00,3.22
Qatar,1968,91,0.00,0.00,3.22
Qatar,1968,92,0.00,0.00,3.22
Qatar,1968,93,0.00,0.00,3.22
Qatar,1968,94,0.00,0.00,3.22
Qatar,1968,95,0.00,0.00,3.22
Qatar,1968,96,0.00,0.00,3.22
Qatar,1968,97,0.00,0.00,3.22
Qatar,1968,98,0.00,0.00,3.22
Qatar,1968,99,0.00,0.00,3.22
Qatar,1968,100,0.00,0.00,3.22
Qatar,1969,0,2.15,2.22,3.22
Qatar,1969,1,1.93,1.99,3.22
Qatar,1969,2,1.74,1.79,3.22
Qatar,1969,3,1.55,1.60,3.22
Qatar,1969,4,1.38,1.41,3.22
Qatar,1969,5,1.21,1.25,3.22
Qatar,1969,6,1.06,1.09,3.22
Qatar,1969,7,0.94,0.96,3.22
Qatar,1969,8,0.85,0.87,3.22
Qatar,1969,9,0.79,0.80,3.22
Qatar,1969,10,0.74,0.75,3.22
Qatar,1969,11,0.70,0.71,3.22
Qatar,1969,12,0.67,0.69,3.22
Qatar,1969,13,0.64,0.67,3.22
Qatar,1969,14,0.63,0.67,3.22
Qatar,1969,15,0.63,0.69,3.22
Qatar,1969,16,0.64,0.72,3.22
Qatar,1969,17,0.66,0.78,3.22
Qatar,1969,18,0.70,0.86,3.22
Qatar,1969,19,0.73,0.94,3.22
Qatar,1969,20,0.77,1.04,3.22
Qatar,1969,21,0.78,1.11,3.22
Qatar,1969,22,0.83,1.20,3.22
Qatar,1969,23,0.86,1.28,3.22
Qatar,1969,24,0.88,1.34,3.22
Qatar,1969,25,0.90,1.39,3.22
Qatar,1969,26,0.90,1.41,3.22
Qatar,1969,27,0.90,1.43,3.22
Qatar,1969,28,0.88,1.42,3.22
Qatar,1969,29,0.86,1.40,3.22
Qatar,1969,30,0.84,1.37,3.22
Qatar,1969,31,0.81,1.32,3.22
Qatar,1969,32,0.78,1.27,3.22
Qatar,1969,33,0.74,1.21,3.22
Qatar,1969,34,0.70,1.15,3.22
Qatar,1969,35,0.66,1.09,3.22
Qatar,1969,36,0.62,1.03,3.22
Qatar,1969,37,0.59,0.97,3.22
Qatar,1969,38,0.55,0.91,3.22
Qatar,1969,39,0.52,0.85,3.22
Qatar,1969,40,0.49,0.80,3.22
Qatar,1969,41,0.46,0.74,3.22
Qatar,1969,42,0.43,0.70,3.22
Qatar,1969,43,0.40,0.65,3.22
Qatar,1969,44,0.38,0.61,3.22
Qatar,1969,45,0.35,0.56,3.22
Qatar,1969,46,0.33,0.53,3.22
Qatar,1969,47,0.31,0.49,3.22
Qatar,1969,48,0.29,0.46,3.22
Qatar,1969,49,0.27,0.43,3.22
Qatar,1969,50,0.26,0.40,3.22
Qatar,1969,51,0.24,0.38,3.22
Qatar,1969,52,0.23,0.35,3.22
Qatar,1969,53,0.21,0.33,3.22
Qatar,1969,54,0.20,0.30,3.22
Qatar,1969,55,0.19,0.28,3.22
Qatar,1969,56,0.18,0.27,3.22
Qatar,1969,57,0.17,0.25,3.22
Qatar,1969,58,0.16,0.23,3.22
Qatar,1969,59,0.15,0.22,3.22
Qatar,1969,60,0.14,0.20,3.22
Qatar,1969,61,0.13,0.19,3.22
Qatar,1969,62,0.13,0.18,3.22
Qatar,1969,63,0.12,0.16,3.22
Qatar,1969,64,0.11,0.15,3.22
Qatar,1969,65,0.11,0.14,3.22
Qatar,1969,66,0.10,0.13,3.22
Qatar,1969,67,0.09,0.12,3.22
Qatar,1969,68,0.09,0.11,3.22
Qatar,1969,69,0.08,0.10,3.22
Qatar,1969,70,0.07,0.10,3.22
Qatar,1969,71,0.07,0.09,3.22
Qatar,1969,72,0.06,0.08,3.22
Qatar,1969,73,0.06,0.07,3.22
Qatar,1969,74,0.06,0.07,3.22
Qatar,1969,75,0.05,0.06,3.22
Qatar,1969,76,0.04,0.05,3.22
Qatar,1969,77,0.04,0.05,3.22
Qatar,1969,78,0.03,0.04,3.22
Qatar,1969,79,0.03,0.04,3.22
Qatar,1969,80,0.03,0.03,3.22
Qatar,1969,81,0.02,0.03,3.22
Qatar,1969,82,0.02,0.02,3.22
Qatar,1969,83,0.01,0.01,3.22
Qatar,1969,84,0.01,0.01,3.22
Qatar,1969,85,0.01,0.01,3.22
Qatar,1969,86,0.01,0.01,3.22
Qatar,1969,87,0.01,0.00,3.22
Qatar,1969,88,0.00,0.00,3.22
Qatar,1969,89,0.00,0.00,3.22
Qatar,1969,90,0.00,0.00,3.22
Qatar,1969,91,0.00,0.00,3.22
Qatar,1969,92,0.00,0.00,3.22
Qatar,1969,93,0.00,0.00,3.22
Qatar,1969,94,0.00,0.00,3.22
Qatar,1969,95,0.00,0.00,3.22
Qatar,1969,96,0.00,0.00,3.22
Qatar,1969,97,0.00,0.00,3.22
Qatar,1969,98,0.00,0.00,3.22
Qatar,1969,99,0.00,0.00,3.22
Qatar,1969,100,0.00,0.00,3.22
Qatar,1970,0,2.12,2.19,3.22
Qatar,1970,1,1.91,1.98,3.22
Qatar,1970,2,1.73,1.79,3.22
Qatar,1970,3,1.57,1.61,3.22
Qatar,1970,4,1.40,1.44,3.22
Qatar,1970,5,1.24,1.27,3.22
Qatar,1970,6,1.09,1.12,3.22
Qatar,1970,7,0.96,0.98,3.22
Qatar,1970,8,0.85,0.86,3.22
Qatar,1970,9,0.77,0.78,3.22
Qatar,1970,10,0.71,0.72,3.22
Qatar,1970,11,0.67,0.68,3.22
Qatar,1970,12,0.63,0.65,3.22
Qatar,1970,13,0.61,0.64,3.22
Qatar,1970,14,0.59,0.63,3.22
Qatar,1970,15,0.59,0.65,3.22
Qatar,1970,16,0.60,0.69,3.22
Qatar,1970,17,0.62,0.74,3.22
Qatar,1970,18,0.66,0.82,3.22
Qatar,1970,19,0.70,0.91,3.22
Qatar,1970,20,0.73,1.00,3.22
Qatar,1970,21,0.78,1.10,3.22
Qatar,1970,22,0.80,1.17,3.22
Qatar,1970,23,0.84,1.26,3.22
Qatar,1970,24,0.86,1.33,3.22
Qatar,1970,25,0.88,1.38,3.22
Qatar,1970,26,0.90,1.42,3.22
Qatar,1970,27,0.89,1.44,3.22
Qatar,1970,28,0.88,1.44,3.22
Qatar,1970,29,0.87,1.43,3.22
Qatar,1970,30,0.85,1.40,3.22
Qatar,1970,31,0.82,1.36,3.22
Qatar,1970,32,0.78,1.31,3.22
Qatar,1970,33,0.75,1.25,3.22
Qatar,1970,34,0.71,1.20,3.22
Qatar,1970,35,0.68,1.13,3.22
Qatar,1970,36,0.64,1.07,3.22
Qatar,1970,37,0.60,1.00,3.22
Qatar,1970,38,0.56,0.94,3.22
Qatar,1970,39,0.53,0.89,3.22
Qatar,1970,40,0.50,0.83,3.22
Qatar,1970,41,0.47,0.77,3.22
Qatar,1970,42,0.44,0.72,3.22
Qatar,1970,43,0.41,0.67,3.22
Qatar,1970,44,0.38,0.63,3.22
Qatar,1970,45,0.35,0.59,3.22
Qatar,1970,46,0.33,0.54,3.22
Qatar,1970,47,0.31,0.51,3.22
Qatar,1970,48,0.29,0.47,3.22
Qatar,1970,49,0.27,0.44,3.22
Qatar,1970,50,0.26,0.41,3.22
Qatar,1970,51,0.24,0.38,3.22
Qatar,1970,52,0.23,0.36,3.22
Qatar,1970,53,0.21,0.33,3.22
Qatar,1970,54,0.20,0.31,3.22
Qatar,1970,55,0.18,0.29,3.22
Qatar,1970,56,0.17,0.27,3.22
Qatar,1970,57,0.16,0.25,3.22
Qatar,1970,58,0.15,0.23,3.22
Qatar,1970,59,0.15,0.22,3.22
Qatar,1970,60,0.14,0.21,3.22
Qatar,1970,61,0.13,0.19,3.22
Qatar,1970,62,0.12,0.18,3.22
Qatar,1970,63,0.12,0.17,3.22
Qatar,1970,64,0.11,0.15,3.22
Qatar,1970,65,0.10,0.14,3.22
Qatar,1970,66,0.10,0.13,3.22
Qatar,1970,67,0.09,0.12,3.22
Qatar,1970,68,0.08,0.11,3.22
Qatar,1970,69,0.08,0.10,3.22
Qatar,1970,70,0.07,0.09,3.22
Qatar,1970,71,0.07,0.09,3.22
Qatar,1970,72,0.06,0.08,3.22
Qatar,1970,73,0.06,0.07,3.22
Qatar,1970,74,0.05,0.07,3.22
Qatar,1970,75,0.05,0.06,3.22
Qatar,1970,76,0.04,0.06,3.22
Qatar,1970,77,0.04,0.05,3.22
Qatar,1970,78,0.03,0.04,3.22
Qatar,1970,79,0.03,0.04,3.22
Qatar,1970,80,0.03,0.03,3.22
Qatar,1970,81,0.02,0.03,3.22
Qatar,1970,82,0.02,0.02,3.22
Qatar,1970,83,0.01,0.02,3.22
Qatar,1970,84,0.01,0.01,3.22
Qatar,1970,85,0.01,0.01,3.22
Qatar,1970,86,0.01,0.01,3.22
Qatar,1970,87,0.00,0.00,3.22
Qatar,1970,88,0.00,0.00,3.22
Qatar,1970,89,0.00,0.00,3.22
Qatar,1970,90,0.00,0.00,3.22
Qatar,1970,91,0.00,0.00,3.22
Qatar,1970,92,0.00,0.00,3.22
Qatar,1970,93,0.00,0.00,3.22
Qatar,1970,94,0.00,0.00,3.22
Qatar,1970,95,0.00,0.00,3.22
Qatar,1970,96,0.00,0.00,3.22
Qatar,1970,97,0.00,0.00,3.22
Qatar,1970,98,0.00,0.00,3.22
Qatar,1970,99,0.00,0.00,3.22
Qatar,1970,100,0.00,0.00,3.22
Qatar,1971,0,2.04,2.14,3.22
Qatar,1971,1,1.81,1.89,3.22
Qatar,1971,2,1.67,1.76,3.22
Qatar,1971,3,1.53,1.62,3.22
Qatar,1971,4,1.39,1.50,3.22
Qatar,1971,5,1.26,1.39,3.22
Qatar,1971,6,1.13,1.29,3.22
Qatar,1971,7,1.01,1.19,3.22
Qatar,1971,8,0.90,1.11,3.22
Qatar,1971,9,0.81,1.04,3.22
Qatar,1971,10,0.74,1.01,3.22
Qatar,1971,11,0.70,0.99,3.22
Qatar,1971,12,0.67,0.98,3.22
Qatar,1971,13,0.64,0.97,3.22
Qatar,1971,14,0.62,0.96,3.22
Qatar,1971,15,0.61,0.96,3.22
Qatar,1971,16,0.61,0.96,3.22
Qatar,1971,17,0.62,0.98,3.22
Qatar,1971,18,0.63,1.01,3.22
Qatar,1971,19,0.66,1.05,3.22
Qatar,1971,20,0.69,1.11,3.22
Qatar,1971,21,0.71,1.16,3.22
Qatar,1971,22,0.74,1.21,3.22
Qatar,1971,23,0.74,1.25,3.22
Qatar,1971,24,0.77,1.30,3.22
Qatar,1971,25,0.78,1.34,3.22
Qatar,1971,26,0.79,1.36,3.22
Qatar,1971,27,0.80,1.37,3.22
Qatar,1971,28,0.79,1.37,3.22
Qatar,1971,29,0.78,1.36,3.22
Qatar,1971,30,0.76,1.33,3.22
Qatar,1971,31,0.74,1.29,3.22
Qatar,1971,32,0.71,1.25,3.22
Qatar,1971,33,0.68,1.20,3.22
Qatar,1971,34,0.65,1.14,3.22
Qatar,1971,35,0.62,1.08,3.22
Qatar,1971,36,0.58,1.02,3.22
Qatar,1971,37,0.55,0.96,3.22
Qatar,1971,38,0.51,0.90,3.22
Qatar,1971,39,0.48,0.84,3.22
Qatar,1971,40,0.45,0.78,3.22
Qatar,1971,41,0.43,0.73,3.22
Qatar,1971,42,0.40,0.68,3.22
Qatar,1971,43,0.37,0.63,3.22
Qatar,1971,44,0.35,0.59,3.22
Qatar,1971,45,0.32,0.55,3.22
Qatar,1971,46,0.30,0.51,3.22
Qatar,1971,47,0.28,0.47,3.22
Qatar,1971,48,0.27,0.44,3.22
Qatar,1971,49,0.25,0.41,3.22
Qatar,1971,50,0.23,0.38,3.22
Qatar,1971,51,0.22,0.35,3.22
Qatar,1971,52,0.21,0.33,3.22
Qatar,1971,53,0.19,0.31,3.22
Qatar,1971,54,0.18,0.29,3.22
Qatar,1971,55,0.17,0.27,3.22
Qatar,1971,56,0.16,0.24,3.22
Qatar,1971,57,0.15,0.23,3.22
Qatar,1971,58,0.14,0.22,3.22
Qatar,1971,59,0.13,0.20,3.22
Qatar,1971,60,0.13,0.19,3.22
Qatar,1971,61,0.12,0.17,3.22
Qatar,1971,62,0.11,0.16,3.22
Qatar,1971,63,0.10,0.15,3.22
Qatar,1971,64,0.10,0.14,3.22
Qatar,1971,65,0.09,0.13,3.22
Qatar,1971,66,0.09,0.12,3.22
Qatar,1971,67,0.08,0.11,3.22
Qatar,1971,68,0.07,0.10,3.22
Qatar,1971,69,0.07,0.09,3.22
Qatar,1971,70,0.07,0.09,3.22
Qatar,1971,71,0.06,0.08,3.22
Qatar,1971,72,0.05,0.07,3.22
Qatar,1971,73,0.05,0.07,3.22
Qatar,1971,74,0.05,0.06,3.22
Qatar,1971,75,0.04,0.05,3.22
Qatar,1971,76,0.04,0.05,3.22
Qatar,1971,77,0.04,0.04,3.22
Qatar,1971,78,0.03,0.04,3.22
Qatar,1971,79,0.03,0.03,3.22
Qatar,1971,80,0.02,0.03,3.22
Qatar,1971,81,0.02,0.03,3.22
Qatar,1971,82,0.02,0.02,3.22
Qatar,1971,83,0.01,0.02,3.22
Qatar,1971,84,0.01,0.01,3.22
Qatar,1971,85,0.01,0.01,3.22
Qatar,1971,86,0.01,0.01,3.22
Qatar,1971,87,0.00,0.00,3.22
Qatar,1971,88,0.00,0.00,3.22
Qatar,1971,89,0.00,0.00,3.22
Qatar,1971,90,0.00,0.00,3.22
Qatar,1971,91,0.00,0.00,3.22
Qatar,1971,92,0.00,0.00,3.22
Qatar,1971,93,0.00,0.00,3.22
Qatar,1971,94,0.00,0.00,3.22
Qatar,1971,95,0.00,0.00,3.22
Qatar,1971,96,0.00,0.00,3.22
Qatar,1971,97,0.00,0.00,3.22
Qatar,1971,98,0.00,0.00,3.22
Qatar,1971,99,0.00,0.00,3.22
Qatar,1971,100,0.00,0.00,3.22
Qatar,1972,0,1.87,1.98,3.22
Qatar,1972,1,1.76,1.86,3.22
Qatar,1972,2,1.60,1.69,3.22
Qatar,1972,3,1.48,1.59,3.22
Qatar,1972,4,1.37,1.49,3.22
Qatar,1972,5,1.26,1.41,3.22
Qatar,1972,6,1.15,1.35,3.22
Qatar,1972,7,1.04,1.30,3.22
Qatar,1972,8,0.94,1.25,3.22
Qatar,1972,9,0.85,1.21,3.22
Qatar,1972,10,0.77,1.18,3.22
Qatar,1972,11,0.73,1.19,3.22
Qatar,1972,12,0.69,1.21,3.22
Qatar,1972,13,0.67,1.21,3.22
Qatar,1972,14,0.65,1.21,3.22
Qatar,1972,15,0.64,1.21,3.22
Qatar,1972,16,0.63,1.21,3.22
Qatar,1972,17,0.62,1.21,3.22
Qatar,1972,18,0.63,1.21,3.22
Qatar,1972,19,0.64,1.22,3.22
Qatar,1972,20,0.65,1.24,3.22
Qatar,1972,21,0.67,1.26,3.22
Qatar,1972,22,0.69,1.28,3.22
Qatar,1972,23,0.70,1.30,3.22
Qatar,1972,24,0.70,1.31,3.22
Qatar,1972,25,0.72,1.34,3.22
Qatar,1972,26,0.72,1.34,3.22
Qatar,1972,27,0.72,1.34,3.22
Qatar,1972,28,0.72,1.34,3.22
Qatar,1972,29,0.71,1.32,3.22
Qatar,1972,30,0.69,1.29,3.22
Qatar,1972,31,0.68,1.25,3.22
Qatar,1972,32,0.65,1.21,3.22
Qatar,1972,33,0.63,1.16,3.22
Qatar,1972,34,0.60,1.11,3.22
Qatar,1972,35,0.57,1.05,3.22
Qatar,1972,36,0.54,0.99,3.22
Qatar,1972,37,0.51,0.93,3.22
Qatar,1972,38,0.48,0.87,3.22
Qatar,1972,39,0.45,0.81,3.22
Qatar,1972,40,0.42,0.76,3.22
Qatar,1972,41,0.40,0.70,3.22
Qatar,1972,42,0.37,0.65,3.22
Qatar,1972,43,0.35,0.60,3.22
Qatar,1972,44,0.32,0.56,3.22
Qatar,1972,45,0.30,0.52,3.22
Qatar,1972,46,0.28,0.48,3.22
Qatar,1972,47,0.26,0.45,3.22
Qatar,1972,48,0.25,0.41,3.22
Qatar,1972,49,0.23,0.38,3.22
Qatar,1972,50,0.22,0.36,3.22
Qatar,1972,51,0.20,0.33,3.22
Qatar,1972,52,0.19,0.31,3.22
Qatar,1972,53,0.18,0.29,3.22
Qatar,1972,54,0.17,0.27,3.22
Qatar,1972,55,0.16,0.25,3.22
Qatar,1972,56,0.15,0.23,3.22
Qatar,1972,57,0.14,0.21,3.22
Qatar,1972,58,0.13,0.19,3.22
Qatar,1972,59,0.12,0.19,3.22
Qatar,1972,60,0.11,0.17,3.22
Qatar,1972,61,0.11,0.16,3.22
Qatar,1972,62,0.10,0.15,3.22
Qatar,1972,63,0.10,0.14,3.22
Qatar,1972,64,0.09,0.13,3.22
Qatar,1972,65,0.09,0.12,3.22
Qatar,1972,66,0.08,0.11,3.22
Qatar,1972,67,0.08,0.10,3.22
Qatar,1972,68,0.07,0.10,3.22
Qatar,1972,69,0.06,0.09,3.22
Qatar,1972,70,0.06,0.08,3.22
Qatar,1972,71,0.06,0.07,3.22
Qatar,1972,72,0.05,0.07,3.22
Qatar,1972,73,0.05,0.06,3.22
Qatar,1972,74,0.04,0.05,3.22
Qatar,1972,75,0.04,0.05,3.22
Qatar,1972,76,0.04,0.04,3.22
Qatar,1972,77,0.03,0.04,3.22
Qatar,1972,78,0.03,0.04,3.22
Qatar,1972,79,0.02,0.03,3.22
Qatar,1972,80,0.02,0.03,3.22
Qatar,1972,81,0.02,0.02,3.22
Qatar,1972,82,0.02,0.02,3.22
Qatar,1972,83,0.01,0.02,3.22
Qatar,1972,84,0.01,0.01,3.22
Qatar,1972,85,0.01,0.01,3.22
Qatar,1972,86,0.01,0.01,3.22
Qatar,1972,87,0.00,0.00,3.22
Qatar,1972,88,0.00,0.00,3.22
Qatar,1972,89,0.00,0.00,3.22
Qatar,1972,90,0.00,0.00,3.22
Qatar,1972,91,0.00,0.00,3.22
Qatar,1972,92,0.00,0.00,3.22
Qatar,1972,93,0.00,0.00,3.22
Qatar,1972,94,0.00,0.00,3.22
Qatar,1972,95,0.00,0.00,3.22
Qatar,1972,96,0.00,0.00,3.22
Qatar,1972,97,0.00,0.00,3.22
Qatar,1972,98,0.00,0.00,3.22
Qatar,1972,99,0.00,0.00,3.22
Qatar,1972,100,0.00,0.00,3.22
Qatar,1973,0,1.74,1.85,3.22
Qatar,1973,1,1.64,1.74,3.22
Qatar,1973,2,1.56,1.66,3.22
Qatar,1973,3,1.43,1.53,3.22
Qatar,1973,4,1.34,1.45,3.22
Qatar,1973,5,1.24,1.39,3.22
Qatar,1973,6,1.14,1.34,3.22
Qatar,1973,7,1.05,1.32,3.22
Qatar,1973,8,0.97,1.30,3.22
Qatar,1973,9,0.88,1.29,3.22
Qatar,1973,10,0.81,1.28,3.22
Qatar,1973,11,0.75,1.29,3.22
Qatar,1973,12,0.71,1.33,3.22
Qatar,1973,13,0.69,1.37,3.22
Qatar,1973,14,0.67,1.40,3.22
Qatar,1973,15,0.66,1.41,3.22
Qatar,1973,16,0.64,1.41,3.22
Qatar,1973,17,0.64,1.41,3.22
Qatar,1973,18,0.64,1.41,3.22
Qatar,1973,19,0.64,1.40,3.22
Qatar,1973,20,0.64,1.39,3.22
Qatar,1973,21,0.65,1.39,3.22
Qatar,1973,22,0.66,1.39,3.22
Qatar,1973,23,0.67,1.38,3.22
Qatar,1973,24,0.67,1.37,3.22
Qatar,1973,25,0.67,1.36,3.22
Qatar,1973,26,0.67,1.36,3.22
Qatar,1973,27,0.67,1.35,3.22
Qatar,1973,28,0.66,1.33,3.22
Qatar,1973,29,0.66,1.31,3.22
Qatar,1973,30,0.64,1.28,3.22
Qatar,1973,31,0.63,1.24,3.22
Qatar,1973,32,0.61,1.19,3.22
Qatar,1973,33,0.58,1.14,3.22
Qatar,1973,34,0.56,1.09,3.22
Qatar,1973,35,0.53,1.04,3.22
Qatar,1973,36,0.51,0.98,3.22
Qatar,1973,37,0.48,0.92,3.22
Qatar,1973,38,0.45,0.85,3.22
Qatar,1973,39,0.42,0.80,3.22
Qatar,1973,40,0.40,0.74,3.22
Qatar,1973,41,0.37,0.69,3.22
Qatar,1973,42,0.35,0.64,3.22
Qatar,1973,43,0.33,0.59,3.22
Qatar,1973,44,0.30,0.54,3.22
Qatar,1973,45,0.28,0.50,3.22
Qatar,1973,46,0.27,0.47,3.22
Qatar,1973,47,0.25,0.43,3.22
Qatar,1973,48,0.23,0.40,3.22
Qatar,1973,49,0.21,0.37,3.22
Qatar,1973,50,0.20,0.34,3.22
Qatar,1973,51,0.19,0.32,3.22
Qatar,1973,52,0.18,0.29,3.22
Qatar,1973,53,0.16,0.27,3.22
Qatar,1973,54,0.16,0.25,3.22
Qatar,1973,55,0.15,0.23,3.22
Qatar,1973,56,0.14,0.22,3.22
Qatar,1973,57,0.13,0.20,3.22
Qatar,1973,58,0.12,0.18,3.22
Qatar,1973,59,0.11,0.17,3.22
Qatar,1973,60,0.11,0.16,3.22
Qatar,1973,61,0.10,0.15,3.22
Qatar,1973,62,0.09,0.14,3.22
Qatar,1973,63,0.09,0.13,3.22
Qatar,1973,64,0.08,0.12,3.22
Qatar,1973,65,0.08,0.11,3.22
Qatar,1973,66,0.08,0.10,3.22
Qatar,1973,67,0.07,0.10,3.22
Qatar,1973,68,0.07,0.09,3.22
Qatar,1973,69,0.06,0.08,3.22
Qatar,1973,70,0.06,0.08,3.22
Qatar,1973,71,0.05,0.07,3.22
Qatar,1973,72,0.05,0.06,3.22
Qatar,1973,73,0.04,0.06,3.22
Qatar,1973,74,0.04,0.05,3.22
Qatar,1973,75,0.04,0.05,3.22
Qatar,1973,76,0.03,0.04,3.22
Qatar,1973,77,0.03,0.04,3.22
Qatar,1973,78,0.03,0.03,3.22
Qatar,1973,79,0.02,0.03,3.22
Qatar,1973,80,0.02,0.02,3.22
Qatar,1973,81,0.02,0.02,3.22
Qatar,1973,82,0.01,0.02,3.22
Qatar,1973,83,0.01,0.02,3.22
Qatar,1973,84,0.01,0.01,3.22
Qatar,1973,85,0.01,0.01,3.22
Qatar,1973,86,0.01,0.01,3.22
Qatar,1973,87,0.00,0.00,3.22
Qatar,1973,88,0.00,0.00,3.22
Qatar,1973,89,0.00,0.00,3.22
Qatar,1973,90,0.00,0.00,3.22
Qatar,1973,91,0.00,0.00,3.22
Qatar,1973,92,0.00,0.00,3.22
Qatar,1973,93,0.00,0.00,3.22
Qatar,1973,94,0.00,0.00,3.22
Qatar,1973,95,0.00,0.00,3.22
Qatar,1973,96,0.00,0.00,3.22
Qatar,1973,97,0.00,0.00,3.22
Qatar,1973,98,0.00,0.00,3.22
Qatar,1973,99,0.00,0.00,3.22
Qatar,1973,100,0.00,0.00,3.22
Qatar,1974,0,1.64,1.74,3.22
Qatar,1974,1,1.53,1.63,3.22
Qatar,1974,2,1.46,1.57,3.22
Qatar,1974,3,1.40,1.51,3.22
Qatar,1974,4,1.29,1.40,3.22
Qatar,1974,5,1.21,1.34,3.22
Qatar,1974,6,1.13,1.30,3.22
Qatar,1974,7,1.05,1.28,3.22
Qatar,1974,8,0.98,1.29,3.22
Qatar,1974,9,0.91,1.31,3.22
Qatar,1974,10,0.84,1.32,3.22
Qatar,1974,11,0.78,1.34,3.22
Qatar,1974,12,0.73,1.38,3.22
Qatar,1974,13,0.70,1.44,3.22
Qatar,1974,14,0.68,1.51,3.22
Qatar,1974,15,0.67,1.55,3.22
Qatar,1974,16,0.66,1.57,3.22
Qatar,1974,17,0.65,1.58,3.22
Qatar,1974,18,0.64,1.58,3.22
Qatar,1974,19,0.64,1.57,3.22
Qatar,1974,20,0.64,1.55,3.22
Qatar,1974,21,0.64,1.52,3.22
Qatar,1974,22,0.65,1.50,3.22
Qatar,1974,23,0.66,1.48,3.22
Qatar,1974,24,0.65,1.45,3.22
Qatar,1974,25,0.65,1.43,3.22
Qatar,1974,26,0.64,1.40,3.22
Qatar,1974,27,0.63,1.38,3.22
Qatar,1974,28,0.63,1.35,3.22
Qatar,1974,29,0.62,1.31,3.22
Qatar,1974,30,0.60,1.28,3.22
Qatar,1974,31,0.59,1.24,3.22
Qatar,1974,32,0.57,1.19,3.22
Qatar,1974,33,0.55,1.14,3.22
Qatar,1974,34,0.53,1.08,3.22
Qatar,1974,35,0.50,1.03,3.22
Qatar,1974,36,0.48,0.98,3.22
Qatar,1974,37,0.45,0.92,3.22
Qatar,1974,38,0.43,0.85,3.22
Qatar,1974,39,0.40,0.79,3.22
Qatar,1974,40,0.38,0.74,3.22
Qatar,1974,41,0.35,0.68,3.22
Qatar,1974,42,0.33,0.63,3.22
Qatar,1974,43,0.31,0.58,3.22
Qatar,1974,44,0.29,0.53,3.22
Qatar,1974,45,0.27,0.49,3.22
Qatar,1974,46,0.25,0.46,3.22
Qatar,1974,47,0.24,0.42,3.22
Qatar,1974,48,0.22,0.38,3.22
